open,high,low,close,volume,buy_volume,sell_volume,bar_idx
24582.11328125,24596.021484375,24552.255859375,24557.212890625,0,1.0,1.0,0
24548.431640625,24629.845703125,24548.431640625,24628.748046875,6673283,119.19105652048746,1.0,1
24632.05078125,24644.748046875,24597.658203125,24600.341796875,10496827,19.597677312318538,100.40232268768145,2
24606.205078125,24628.943359375,24606.205078125,24628.943359375,10453865,119.9999885209931,1.0,3
24641.50390625,24687.6796875,24638.8046875,24687.6796875,7484190,116.68638107416879,3.3136189258311943,4
24676.912109375,24704.421875,24676.912109375,24694.919921875,6772214,99.27582534611288,20.72417465388713,5
24700.080078125,24723.91015625,24700.080078125,24716.62890625,5145202,101.66707646914188,18.332923530858125,6
24721.8125,24735.974609375,24717.896484375,24731.380859375,4882065,91.75669835782195,28.243301642178054,7
24726.30859375,24740.53515625,24713.802734375,24713.802734375,4742015,31.931029443997954,88.06897055600204,8
24707.1171875,24745.1328125,24707.1171875,24737.048828125,4282055,107.24106041923551,12.758939580764498,9
24724.45703125,24733.517578125,24709.630859375,24721.0703125,5267523,51.49304987735078,68.50695012264922,10
24724.921875,24740.26953125,24706.875,24706.875,4104145,27.57515498888759,92.4248450111124,11
24709.025390625,24718.833984375,24683.083984375,24683.083984375,4052922,16.461975524475523,103.53802447552447,12
24684.27734375,24692.384765625,24649.03125,24649.03125,4681908,11.22043519394513,108.77956480605485,13
24646.337890625,24652.11328125,24619.279296875,24629.72265625,4735362,29.637737195883645,90.36226280411636,14
24626.97265625,24626.97265625,24595.287109375,24597.1484375,6196431,3.524625531652594,116.4753744683474,15
24599.03125,24635.68359375,24599.03125,24608.205078125,5623862,75.01758499413833,44.98241500586166,16
24603.1171875,24603.1171875,24554.380859375,24562.236328125,5367856,9.670981445116817,110.32901855488319,17
24556.12109375,24588.974609375,24556.12109375,24577.15234375,5242121,98.40913144283932,21.590868557160686,18
24577.6484375,24577.6484375,24559.31640625,24576.837890625,4343805,57.34711272107394,62.65288727892606,19
24588.861328125,24593.294921875,24511.83984375,24519.494140625,4553406,8.903968349118808,111.0960316508812,20
24521.03515625,24521.03515625,24498.177734375,24501.20703125,6780753,7.951807228915662,112.04819277108435,21
24502.322265625,24516.02734375,24502.322265625,24509.470703125,4232236,91.29542539546813,28.704574604531864,22
24505.958984375,24505.958984375,24464.203125,24464.203125,3610610,1.0,119.99996676462793,23
24467.279296875,24473.9921875,24466.322265625,24466.322265625,4624952,52.51336898395722,67.48663101604278,24
24466.34375,24466.34375,24434.96875,24436.30859375,3957212,2.5622509960159356,117.43774900398407,25
24437.298828125,24452.79296875,24437.28125,24438.11328125,4160159,63.1503399647444,56.849660035255596,26
24450.291015625,24473.86328125,24450.291015625,24451.2109375,5143262,62.341536167039536,57.65846383296047,27
24452.626953125,24452.626953125,24436.265625,24436.265625,3874475,1.0,119.99996902806986,28
24422.837890625,24426.978515625,24414.51171875,24418.283203125,4008552,38.079273069089766,81.92072693091023,29
24410.26171875,24432.474609375,24410.26171875,24431.9609375,4619274,118.61250329728306,1.3874967027169456,30
24434.033203125,24460.388671875,24426.232421875,24460.388671875,3670357,106.29688929551692,13.703110704483084,31
24469.05078125,24470.9765625,24444.826171875,24444.826171875,4423173,4.418552543132422,115.58144745686758,32
24453.47265625,24489.869140625,24453.47265625,24489.869140625,4087537,119.99997064247476,1.0,33
24492.69921875,24492.69921875,24479.26953125,24486.921875,3658652,34.188481675392666,85.81151832460732,34
24490.74609375,24495.19140625,24483.97265625,24483.97265625,3600568,23.774373259052926,96.22562674094708,35
24487.431640625,24490.595703125,24458.990234375,24465.5078125,3933905,18.379681127178344,101.62031887282166,36
24458.5703125,24462.771484375,24448.84765625,24452.7421875,3163323,34.88567821573853,85.11432178426146,37
24453.12890625,24470.201171875,24453.12890625,24466.919921875,3430684,108.46813865690426,11.531861343095756,38
24454.056640625,24461.015625,24445.955078125,24448.23828125,2933379,36.820127091168466,83.17987290883153,39
24450.173828125,24473.015625,24450.173828125,24458.224609375,3387817,81.14749893116716,38.852501068832844,40
24457.9453125,24457.9453125,24422.998046875,24422.998046875,4088250,1.0,119.99997064759478,41
24416.01171875,24454.5546875,24416.01171875,24446.81640625,4207608,107.9537853450897,12.0462146549103,42
24447.791015625,24447.791015625,24423.869140625,24429.1875,3177472,13.339320705421297,106.6606792945787,43
24432.603515625,24440.849609375,24430.0390625,24437.509765625,3501931,87.23035230352302,32.76964769647697,44
24434.642578125,24443.30078125,24434.642578125,24442.037109375,3106687,111.24295059778929,8.757049402210704,45
24454.0625,24493.951171875,24454.0625,24490.93359375,3814789,115.4609998531068,4.53900014689321,46
24488.169921875,24500.619140625,24488.169921875,24500.619140625,3493013,119.99996564571455,1.0,47
24497.947265625,24543.57421875,24497.947265625,24542.173828125,3527153,118.15846924361115,1.8415307563888499,48
24552.087890625,24568.078125,24544.919921875,24566.197265625,3940330,96.55562115206206,23.444378847937937,49
24567.46484375,24567.46484375,24537.908203125,24537.908203125,3710067,1.0,119.99996765557935,50
24528.798828125,24535.423828125,24515.203125,24516.787109375,3160618,24.35815705592582,95.64184294407418,51
24498.14453125,24521.443359375,24486.697265625,24486.697265625,3929555,40.23271500843171,79.76728499156829,52
24487.44921875,24493.341796875,24475.30078125,24475.689453125,2895482,20.889899317960378,99.11010068203963,53
24476.5078125,24483.88671875,24468.654296875,24475.23046875,3307697,54.96858571611745,65.03141428388255,54
24486.8671875,24486.8671875,24450.65625,24455.0546875,2338088,7.288025889967639,112.71197411003236,55
